井名,深度,GR,SP,AC,AC1,CAL,U,DEN,DEN1,CNL,CNL1,PE,RD,RS,log（RD）,log（RS）,m2r3,m2r6,m2r9,POR,SW,PERM,试油结论,层位,∆ Φ1,∆ Φ2,∆ Φ3,备注,y_fine,y_coarse
延1087-1,3770.75,20.687,48.89,162.154,0.124,22.408,1.661,2.803,0.752,8.023,0.41,3.363,188.429,145.587,2.27514774331222,2.1631225969528,179.484,189.218,201.125,3.076,51.577,0.1,含气层,马五41a,0.112025146359414,,,合采,含气层,气层优势类
延1087-1,3770.875,21.201,48.894,162.48,0.128,22.212,2.0,2.79,0.722,8.393,0.432,3.277,170.004,132.452,2.23045913995175,2.12205852044681,150.96,159.148,169.162,3.221,50.697,0.104,含气层,马五41a,0.108400619504938,,,合采,含气层,气层优势类
延1087-1,3771.0,21.728,48.904,162.975,0.135,22.092,2.416,2.778,0.695,8.764,0.453,3.174,155.024,122.034,2.19039893856192,2.08648084670104,129.263,136.274,144.849,3.359,50.017,0.125,含气层,马五41a,0.103918091860874,,,合采,含气层,气层优势类
延1087-1,3771.125,21.913,48.921,163.596,0.144,22.137,2.873,2.771,0.679,9.102,0.472,3.072,143.648,114.473,2.15729958372156,2.05870306454696,115.448,121.71,129.368,3.456,49.819,0.142,含气层,马五41a,0.0985965191745994,,,合采,含气层,气层优势类
延1087-1,3771.25,21.861,48.941,164.061,0.151,22.251,3.226,2.767,0.67,9.37,0.488,2.981,136.477,110.062,2.13505946738613,2.04163740036204,102.924,108.506,115.334,3.512,51.027,0.152,含气层,马五41a,0.0934220670240928,,,合采,含气层,气层优势类
延1087-1,3771.375,21.709,48.966,163.919,0.149,22.432,3.19,2.764,0.663,9.553,0.498,2.912,133.363,108.705,2.12503535638197,2.03624952037396,92.35,97.359,103.485,3.552,52.603,0.16,含气层,马五41a,0.0887858360080127,,,合采,含气层,气层优势类
延1087-1,3771.5,22.056,48.994,162.667,0.131,22.7,2.907,2.761,0.656,9.64,0.503,2.874,133.084,109.549,2.12412584563698,2.03960841752918,82.177,86.634,92.086,3.589,54.585,0.167,含气层,马五41a,0.0845174281077941,,,合采,含气层,气层优势类
延1087-1,3771.625,23.186,49.026,160.606,0.101,22.871,2.624,2.758,0.649,9.62,0.502,2.866,134.941,112.092,2.13014392423392,2.04957461812722,74.631,78.679,83.63,3.594,57.123,0.168,含气层,马五41a,0.0805693061066997,,,合采,含气层,气层优势类
延1087-1,3771.75,23.974,49.058,158.284,0.068,22.908,2.398,2.758,0.649,9.531,0.497,2.882,139.1,116.517,2.14332712999205,2.06638929418239,67.68,71.35,75.84,3.601,59.735,0.17,含气层,马五41a,0.0769378358096611,,,合采,含气层,气层优势类
延1087-1,3771.875,23.641,49.089,156.374,0.04,22.788,2.394,2.759,0.651,9.42,0.49,2.917,145.288,122.683,2.16222974541296,2.08878438735867,63.614,67.064,71.284,3.573,62.632,0.164,含气层,马五41a,0.0734453580542938,,,合采,含气层,气层优势类
延1087-1,3772.0,22.817,49.114,155.533,0.028,22.655,2.432,2.758,0.649,9.31,0.484,2.96,151.886,129.188,2.18151774487692,2.11122217483693,62.799,66.205,70.371,3.602,61.972,0.17,含气层,马五41a,0.0702955700399825,,,合采,含气层,气层优势类
延1096,4135.0,19.242,52.476,177.929,0.246,22.033,2.423,2.765,0.878,5.838,0.002,3.406,216.587,195.928,2.33563238581793,2.29209650529818,103.632,116.086,120.238,2.364,96.229,0.01,含气层,马五41a,0.043535880519757,-0.876,0.248,合采,含气层,气层优势类
延1096,4135.125,19.793,51.808,178.074,0.247,22.027,2.674,2.762,0.874,5.805,0.0,3.323,186.552,168.897,2.27079990941709,2.22762193556854,88.419,99.066,102.615,2.238,100.0,0.01,含气层,马五41a,0.043177973848552,-0.874,0.247,合采,含气层,气层优势类
延1096,4135.25,19.621,51.501,175.985,0.225,22.059,2.829,2.757,0.867,5.924,0.009,3.271,168.126,152.313,2.22563488050301,2.18273697219567,80.434,90.087,93.305,2.767,100.0,0.01,含气层,马五41a,0.04289790830734,-0.858,0.234,合采,含气层,气层优势类
延1096,4135.375,19.337,51.261,173.919,0.203,22.1,2.767,2.75,0.857,6.139,0.025,3.221,147.901,134.111,2.1699711103932,2.12746440084472,68.111,76.217,78.919,2.89,100.0,0.01,含气层,马五41a,0.0425067095484817,-0.832,0.228,合采,含气层,气层优势类
延1096,4135.5,19.177,51.043,172.393,0.186,22.142,2.515,2.737,0.838,6.517,0.052,3.172,118.537,107.684,2.07385393167698,2.03215117936191,61.78,69.119,71.565,3.381,92.924,0.01,含气层,马五41a,0.0417027523150657,-0.786,0.238,合采,含气层,气层优势类
延1096,4135.625,19.474,50.877,171.349,0.175,22.16,2.197,2.726,0.822,6.94,0.083,3.139,89.769,81.792,1.95312638729884,1.91271082780627,56.63,63.345,65.584,3.984,83.366,0.01,含气层,马五41a,0.040415559492573,-0.739,0.258,合采,含气层,气层优势类
延1096,4135.75,20.241,50.838,170.46,0.166,22.135,1.94,2.727,0.824,7.151,0.099,3.15,83.551,76.196,1.92195165221724,1.88193217313062,52.93,59.193,61.281,3.951,87.136,0.01,含气层,马五41a,0.0400194790866184,-0.725,0.265,合采,含气层,气层优势类
延1096,4135.875,21.101,50.832,169.283,0.153,22.105,1.782,2.731,0.83,7.29,0.109,3.184,81.568,74.411,1.91151981378917,1.87163714100528,49.226,55.023,56.955,3.849,91.348,0.01,含气层,马五41a,0.0398826727838915,-0.721,0.262,合采,含气层,气层优势类
延1096,4136.0,21.662,50.874,169.126,0.152,22.081,1.784,2.742,0.845,7.342,0.113,3.273,82.713,75.441,1.91757377296928,1.87760743651087,49.919,55.782,57.736,3.661,94.492,0.01,含气层,马五41a,0.0399663364584169,-0.732,0.265,合采,含气层,气层优势类
延1096,4136.125,21.529,50.955,171.275,0.174,22.076,1.812,2.758,0.868,7.337,0.113,3.398,90.04,82.036,1.95443548632848,1.91400447641258,54.245,60.595,62.711,3.441,95.472,0.01,含气层,马五41a,0.0404310099158995,-0.755,0.287,合采,含气层,气层优势类
延1096,4136.25,20.735,51.029,174.863,0.213,22.102,1.72,2.77,0.885,7.316,0.111,3.482,109.981,99.983,2.04131766417753,1.99992616366181,63.378,70.763,73.224,3.295,92.249,0.01,含气层,马五41a,0.0413915005157242,-0.774,0.324,合采,含气层,气层优势类
延1096,4136.375,19.893,51.114,178.491,0.252,22.176,1.608,2.784,0.905,7.281,0.108,3.557,136.804,124.124,2.13609879586751,2.09385576264155,75.302,84.114,87.051,3.128,93.738,0.01,含气层,马五41a,0.0422430332259558,-0.797,0.36,合采,含气层,气层优势类
延1096,4136.5,19.665,51.248,180.075,0.269,22.443,1.506,2.798,0.926,7.223,0.104,3.619,172.999,156.699,2.23804359274881,2.19506622495699,71.046,79.442,82.24,2.922,99.317,0.01,含气层,马五41a,0.0429773677918215,-0.822,0.373,合采,含气层,气层优势类
延1096,4136.625,20.361,51.409,178.473,0.251,22.848,1.511,2.806,0.937,7.197,0.102,3.651,216.962,196.266,2.3363836756206,2.29284507142221,66.31,74.213,76.847,2.776,100.0,0.01,含气层,马五41a,0.0435386041983858,-0.835,0.353,合采,含气层,气层优势类
延1096,4136.75,21.545,51.514,175.425,0.219,23.105,1.712,2.8,0.928,7.279,0.108,3.633,232.727,210.455,2.36684677121448,2.32315924819577,65.366,73.201,75.813,2.82,100.0,0.01,含气层,马五41a,0.0436875230187059,-0.82,0.327,合采,含气层,气层优势类
延1096,4136.875,22.858,51.619,172.761,0.19,23.322,1.979,2.788,0.911,7.429,0.119,3.597,237.125,214.412,2.37497734389672,2.33124908786748,68.951,77.253,80.021,2.931,100.0,0.01,含气层,马五41a,0.0437282560292371,-0.792,0.309,合采,含气层,气层优势类
延1096,4137.0,23.952,51.769,171.451,0.176,23.589,2.497,2.773,0.89,7.769,0.144,3.531,216.699,196.029,2.33585690718745,2.29232032446019,66.239,74.224,76.885,3.107,98.073,0.01,含气层,马五41a,0.0435365827272594,-0.746,0.32,合采,含气层,气层优势类
延1096,4137.125,24.336,51.988,171.606,0.178,23.892,3.176,2.761,0.872,8.268,0.181,3.455,173.859,157.473,2.24019717732683,2.19720610126081,65.374,73.257,75.884,3.572,89.64,0.01,含气层,马五41a,0.0429910760660195,-0.691,0.359,合采,含气层,气层优势类
延1096,4137.25,23.981,52.123,172.304,0.185,24.069,3.579,2.76,0.871,8.668,0.21,3.415,145.243,131.719,2.16209521070347,2.11964842492379,55.458,62.172,64.41,4.066,80.875,0.01,含气层,马五41a,0.0424467857796818,-0.661,0.395,合采,含气层,气层优势类
延1096,4137.375,23.681,52.178,172.92,0.192,24.201,3.897,2.76,0.871,9.079,0.241,3.383,131.158,119.042,2.11779478558511,2.07570021475479,56.44,63.331,65.628,4.373,73.93,0.013,含气层,马五41a,0.0420945708303235,-0.63,0.433,合采,含气层,气层优势类
延1096,4137.5,23.974,52.568,174.338,0.207,24.287,4.176,2.761,0.872,9.469,0.269,3.346,120.453,109.408,2.08081762099871,2.0390490791165,60.867,68.332,70.82,4.811,63.505,0.017,含气层,马五41a,0.04176854188221,-0.603,0.476,合采,含气层,气层优势类
延1096,4137.625,24.717,53.201,176.893,0.235,24.332,4.351,2.76,0.871,9.706,0.287,3.306,110.028,100.025,2.04150321877721,2.00010856005103,66.344,74.522,77.248,4.791,61.336,0.017,含气层,马五41a,0.0413946587261744,-0.584,0.522,合采,含气层,气层优势类
延1096,4137.75,25.023,53.645,179.191,0.259,24.364,4.302,2.758,0.868,9.686,0.285,3.28,105.125,95.613,2.02170600880597,1.98051694504211,70.782,79.561,82.488,4.808,60.314,0.017,含气层,马五41a,0.0411890637638592,-0.583,0.544,合采,含气层,气层优势类
延1096,4137.875,24.825,54.181,180.835,0.277,24.451,4.156,2.754,0.862,9.554,0.275,3.252,102.134,92.92,2.00917034105203,1.9681092011282,68.194,76.794,79.66,4.876,60.713,0.018,含气层,马五41a,0.0410611399238321,-0.587,0.552,合采,含气层,气层优势类
延1096,4138.0,23.652,55.106,179.333,0.261,24.685,3.636,2.746,0.851,9.08,0.241,3.211,102.538,93.285,2.01088484228875,1.9698118158692,64.388,72.589,75.323,4.743,63.802,0.016,含气层,马五41a,0.0410730264195465,-0.61,0.502,合采,含气层,气层优势类
延1096,4138.125,22.041,56.308,174.392,0.208,24.98,2.825,2.738,0.84,8.386,0.19,3.165,108.113,98.302,2.03387791864166,1.99256235384564,64.278,72.536,75.289,4.475,67.547,0.012,含气层,马五41a,0.0413155647960208,-0.65,0.398,合采,含气层,气层优势类
延1096,4138.25,21.352,57.223,169.598,0.157,25.068,2.298,2.737,0.838,7.955,0.158,3.138,117.28,106.552,2.06922395729705,2.02756160591143,65.157,73.538,76.332,4.216,66.188,0.012,含气层,马五41a,0.0416623513856216,-0.68,0.315,合采,含气层,气层优势类
延1096,4138.375,21.072,58.252,165.367,0.111,25.005,1.889,2.738,0.84,7.583,0.131,3.111,127.705,115.935,2.10620790141298,2.06421456635359,99.421,112.371,116.688,3.748,64.04,0.01,含气层,马五41a,0.0419933350593906,-0.709,0.242,合采,含气层,气层优势类
延1096,4138.5,21.2,59.916,162.707,0.083,24.709,1.498,2.739,0.841,7.233,0.105,3.067,154.64,140.176,2.1893218410205,2.14667366299013,114.369,129.27,134.237,3.736,60.407,0.01,含气层,马五41a,0.0426481780303618,-0.736,0.188,合采,含气层,气层优势类
延1096,4138.625,21.979,61.987,162.593,0.082,24.315,1.228,2.734,0.834,7.009,0.088,3.014,205.511,185.96,2.3128350724965,2.26941953751105,126.271,142.684,148.155,3.464,63.184,0.01,含气层,马五41a,0.0434155349854546,-0.746,0.17,合采,含气层,气层优势类
延1096,4138.75,24.113,63.412,164.886,0.106,24.134,1.226,2.727,0.824,7.053,0.092,2.98,265.191,239.672,2.42355878098212,2.37961729996697,136.947,154.647,160.547,3.03,68.79,0.01,含气层,马五41a,0.0439414810151546,-0.732,0.198,合采,含气层,气层优势类
延1096,4138.875,28.458,64.895,168.039,0.14,23.997,1.232,2.72,0.814,7.197,0.102,2.951,328.667,296.801,2.51675610068226,2.47246535986087,156.191,175.93,182.51,1.82,79.791,0.006,含气层,马五41a,0.0442907408213951,-0.712,0.242,合采,含气层,气层优势类
延1096,4139.0,39.973,67.013,172.516,0.188,23.851,1.306,2.713,0.804,7.495,0.124,2.93,354.031,319.628,2.54904129179835,2.50464481730293,153.734,172.934,179.334,0.01,100.0,0.001,含气层,马五41a,0.0443964744954184,-0.68,0.312,合采,含气层,气层优势类
延966-6,4290.0,17.515,74.654,162.32,0.042,22.026,0.697,2.768,0.634,6.176,0.12,3.293,243.156,211.812,2.38588499047727,2.3259505609941,135.005,146.682,158.358,5.463,26.249,0.149,含气层,马五41a,0.0599344294831701,-0.514,0.162,合采,含气层,气层优势类
延966-6,4290.125,17.325,74.501,162.429,0.044,22.079,0.591,2.771,0.65,6.076,0.11,3.218,241.016,210.092,2.38204587444648,2.32240951541403,132.56,144.021,155.482,5.439,26.48,0.146,含气层,马五41a,0.0596363590324516,-0.54,0.154,合采,含气层,气层优势类
延966-6,4290.25,17.165,74.354,162.551,0.047,22.101,0.643,2.775,0.672,5.977,0.099,3.162,241.892,210.976,2.38362150534697,2.32423305406361,129.293,140.466,151.639,5.416,26.551,0.144,含气层,马五41a,0.0593884512833576,-0.573,0.146,合采,含气层,气层优势类
延966-6,4290.375,16.866,74.212,162.469,0.045,22.083,0.843,2.778,0.689,5.886,0.089,3.13,252.326,220.225,2.40196200309291,2.34286661865825,127.532,138.55,149.567,5.398,26.1,0.142,含气层,马五41a,0.0590953844346522,-0.6,0.134,合采,含气层,气层优势类
延966-6,4290.5,16.417,74.077,162.122,0.038,22.087,1.073,2.78,0.699,5.817,0.082,3.12,275.827,240.967,2.44063677589741,2.38195757079392,127.045,138.019,148.994,5.39,25.01,0.141,含气层,马五41a,0.058679205103497,-0.617,0.12,合采,含气层,气层优势类
延966-6,4290.625,16.38,73.949,161.575,0.027,22.098,1.32,2.778,0.689,5.776,0.077,3.126,304.164,266.063,2.48310781087889,2.42498448367169,125.287,136.106,146.926,5.375,23.87,0.139,含气层,马五41a,0.0581233272072024,-0.612,0.104,合采,含气层,气层优势类
延966-6,4290.75,16.808,73.829,161.024,0.016,22.072,1.574,2.775,0.672,5.764,0.076,3.14,326.941,286.349,2.51446938664714,2.45689567079057,121.077,131.526,141.974,5.352,23.107,0.137,含气层,马五41a,0.0575737158565657,-0.596,0.092,合采,含气层,气层优势类
延966-6,4290.875,17.03,73.718,160.751,0.011,22.097,1.759,2.772,0.656,5.761,0.075,3.16,338.866,296.978,2.53002799624035,2.47272427816405,116.226,126.246,136.266,5.344,22.732,0.136,含气层,马五41a,0.0573037180763039,-0.581,0.086,合采,含气层,气层优势类
延966-6,4291.0,16.958,73.617,160.89,0.013,22.099,1.806,2.77,0.645,5.745,0.074,3.183,345.582,302.696,2.53855111371352,2.48100668197605,112.679,122.386,132.094,5.344,22.511,0.135,含气层,马五41a,0.0575444317374743,-0.571,0.087,合采,含气层,气层优势类
延966-6,4291.125,16.68,73.525,161.407,0.024,22.055,1.925,2.769,0.639,5.714,0.07,3.206,356.269,311.636,2.55177803477129,2.49364762133128,109.82,119.274,128.729,5.346,22.161,0.136,含气层,马五41a,0.0581304134400096,-0.569,0.094,合采,含气层,气层优势类
延966-6,4291.25,16.495,73.444,162.057,0.037,22.028,2.149,2.769,0.639,5.663,0.065,3.227,373.621,326.393,2.57243127849972,2.51374083606843,107.074,116.287,125.499,5.341,21.662,0.135,含气层,马五41a,0.0586904424312973,-0.574,0.102,合采,含气层,气层优势类
延966-6,4291.375,16.918,73.374,162.446,0.045,22.036,2.2,2.772,0.656,5.579,0.056,3.24,393.649,343.639,2.59510915252633,2.5361024465551,106.9,116.097,125.294,5.304,21.25,0.131,含气层,马五41a,0.0590067059712318,-0.6,0.101,合采,含气层,气层优势类
延966-6,4291.5,17.557,73.314,162.321,0.042,22.061,2.047,2.775,0.672,5.461,0.043,3.245,406.741,355.077,2.60931795203648,2.55032254192542,111.819,121.45,131.081,5.249,21.125,0.126,含气层,马五41a,0.0589954101110588,-0.629,0.085,合采,含气层,气层优势类
延966-6,4291.625,18.202,73.265,161.69,0.03,22.058,1.832,2.777,0.683,5.326,0.029,3.245,412.345,360.02,2.61526073277674,2.55632662756832,120.238,130.612,140.986,5.185,21.237,0.119,含气层,马五41a,0.0589341052084209,-0.654,0.059,合采,含气层,气层优势类
延966-6,4291.75,18.861,73.228,160.824,0.012,22.082,1.649,2.775,0.672,5.22,0.017,3.246,415.201,362.469,2.61825839082778,2.55927086965284,128.239,139.318,150.397,5.123,21.423,0.113,含气层,马五41a,0.0589875211749362,-0.655,0.029,合采,含气层,气层优势类
延966-6,4291.875,20.192,73.203,160.217,0.0,22.171,1.525,2.766,0.623,5.183,0.013,3.252,411.458,359.133,2.61432551075324,2.55525531339515,132.773,144.253,155.732,5.052,21.824,0.106,含气层,马五41a,0.0590701973580923,-0.61,0.013,合采,含气层,气层优势类
延966-6,4292.0,21.28,73.189,160.317,0.002,22.239,1.528,2.751,0.541,5.254,0.021,3.265,399.599,348.561,2.60162439272956,2.54227879289355,134.824,146.484,158.145,5.018,22.295,0.103,含气层,马五41a,0.0593455998360031,-0.52,0.023,合采,含气层,气层优势类
延1156,4128.0,17.598,77.438,167.83,0.193,21.982,1.161,2.774,0.434,7.214,0.124,2.807,1189.596,1051.733,3.0753994952072,3.02190550089739,72.73,74.979,77.298,3.501,61.01,0.022,含气层,马五41a,0.0534939943098092,-0.31,0.317,合采,含气层,气层优势类
延1156,4128.125,16.972,76.865,167.127,0.182,21.974,1.164,2.765,0.382,7.314,0.132,2.807,1276.682,1121.787,3.10608273528713,3.04991040281472,73.374,75.643,77.983,3.998,55.739,0.022,含气层,马五41a,0.0561723324724133,-0.25,0.314,合采,含气层,气层优势类
延1156,4128.25,16.481,76.667,166.224,0.166,21.966,1.174,2.76,0.353,7.402,0.139,2.852,1370.817,1198.399,3.13697948163499,3.07860143795998,75.326,77.655,80.057,4.458,50.047,0.025,含气层,马五41a,0.0583780436750123,-0.214,0.305,合采,含气层,气层优势类
延1156,4128.375,16.054,76.667,165.611,0.156,21.969,1.186,2.76,0.353,7.51,0.147,2.895,1462.583,1274.011,3.16512052119468,3.10517317777851,78.307,80.729,83.226,4.51,46.731,0.027,含气层,马五41a,0.0599473434161704,-0.206,0.303,合采,含气层,气层优势类
延1156,4128.5,15.486,77.127,165.623,0.156,21.975,1.201,2.762,0.364,7.658,0.159,2.895,1535.764,1334.86,3.18632448303118,3.12543571932174,82.451,85.0,87.629,4.504,45.654,0.029,含气层,马五41a,0.0608887637094386,-0.205,0.315,合采,含气层,气层优势类
延1156,4128.625,14.777,77.498,165.781,0.159,21.975,1.216,2.762,0.364,7.771,0.168,2.895,1573.736,1366.17,3.1969318796371,3.13550474434419,87.083,89.776,92.553,4.48,44.711,0.028,含气层,马五41a,0.0614271352929086,-0.196,0.327,合采,含气层,气层优势类
延1156,4128.75,14.205,77.685,165.628,0.156,21.971,1.222,2.764,0.376,7.752,0.166,2.895,1575.431,1366.076,3.19739938689722,3.13547486147031,90.544,93.345,96.232,4.456,44.036,0.026,含气层,马五41a,0.0619245254269072,-0.21,0.322,合采,含气层,气层优势类
延1156,4128.875,14.303,78.357,165.134,0.148,21.976,1.204,2.768,0.399,7.558,0.151,2.895,1557.685,1347.331,3.19247963780817,3.12947430234087,95.78,98.743,101.797,4.386,43.743,0.022,含气层,马五41a,0.0630053354673006,-0.248,0.299,合采,含气层,气层优势类
延1156,4129.0,14.83,78.898,164.724,0.141,21.993,1.18,2.775,0.439,7.289,0.13,2.895,1564.137,1345.649,3.1942747894772,3.12893179299171,97.882,100.909,104.03,4.298,46.165,0.018,含气层,马五41a,0.065342996485489,-0.309,0.271,合采,含气层,气层优势类
靖130-1,3975.0,15.985,74.922,180.651,0.31,22.671,1.993,2.697,0.553,10.558,0.541,2.8,75.207,70.873,1.87625826505826,1.85048081650457,30.796,32.413,33.154,8.842,31.0,3.286,含气水层,马五41a,0.0257774485536917,-0.012,0.851,合采,含气水层,气水风险类
靖130-1,3975.125,16.052,74.832,182.704,0.334,22.654,2.049,2.674,0.477,10.783,0.567,2.813,62.371,58.601,1.79498270719047,1.76790502712349,28.165,29.555,30.177,9.533,30.827,5.152,含气水层,马五41a,0.0270776800669776,0.09,0.901,合采,含气水层,气水风险类
靖130-1,3975.25,17.099,74.746,183.864,0.347,22.587,2.114,2.653,0.407,11.044,0.598,2.822,53.653,50.281,1.72959401049619,1.70140390644756,25.363,26.535,27.044,9.844,31.895,6.32,含气水层,马五41a,0.0281901040486314,0.191,0.945,合采,含气水层,气水风险类
靖130-1,3975.375,18.179,74.664,185.2,0.363,22.521,2.12,2.637,0.353,11.546,0.656,2.83,48.049,45.025,1.68168435352379,1.65345372149157,22.662,23.654,24.083,10.211,32.197,7.959,含气水层,马五41a,0.0282306320322199,0.303,1.019,合采,含气水层,气水风险类
靖130-1,3975.5,18.319,74.587,187.281,0.387,22.497,2.061,2.624,0.31,12.385,0.753,2.933,44.971,42.209,1.65293254488734,1.62540506313222,20.417,21.267,21.635,10.907,30.72,11.826,含气水层,马五41a,0.0275274817551154,0.443,1.14,合采,含气水层,气水风险类
靖130-1,3975.625,17.659,74.513,189.622,0.414,22.475,1.992,2.614,0.277,13.368,0.867,3.185,43.988,41.368,1.64333421638219,1.61666452476401,18.804,19.553,19.877,11.626,28.722,16.996,含气水层,马五41a,0.026669691618179,0.59,1.281,合采,含气水层,气水风险类
靖130-1,3975.75,17.122,74.444,191.404,0.434,22.525,1.932,2.607,0.253,14.124,0.954,3.328,44.502,41.942,1.64837952939544,1.62264913591126,17.811,18.496,18.789,11.924,27.697,19.633,含气水层,马五41a,0.0257303934841822,0.701,1.388,合采,含气水层,气水风险类
靖130-1,3975.875,17.583,74.381,191.817,0.439,22.558,1.884,2.604,0.243,14.429,0.99,3.328,45.846,43.309,1.66130145006692,1.63657815603426,17.211,17.853,18.125,11.887,27.388,18.853,含气水层,马五41a,0.0247232940326636,0.747,1.429,合采,含气水层,气水风险类
靖130-1,3976.0,19.098,74.322,190.429,0.423,22.627,1.864,2.605,0.247,14.288,0.973,3.329,47.129,44.633,1.67328822484155,1.64965607885617,16.775,17.385,17.642,11.613,27.791,15.878,含气水层,马五41a,0.023632145985377,0.726,1.396,合采,含气水层,气水风险类
靖130-1,3976.125,20.992,74.267,187.402,0.388,22.833,1.875,2.612,0.27,13.851,0.923,3.329,47.507,45.114,1.67675760620152,1.65431133520927,16.329,16.911,17.154,10.734,30.616,10.191,含气水层,马五41a,0.0224462709922433,0.653,1.311,合采,含气水层,气水风险类
靖130-1,3976.25,22.319,74.218,183.113,0.339,22.959,1.886,2.626,0.317,13.358,0.866,3.33,46.048,43.852,1.66321077225651,1.64198940543652,15.859,16.415,16.644,9.173,38.366,4.538,含气水层,马五41a,0.0212213668199885,0.549,1.205,合采,含气水层,气水风险类
靖130-1,3976.375,22.7,74.166,179.257,0.294,23.071,1.882,2.644,0.377,13.19,0.846,3.33,43.473,41.473,1.63821961117059,1.61776545172094,15.478,16.014,16.233,7.835,47.802,1.911,含气水层,马五41a,0.0204541594496432,0.469,1.14,合采,含气水层,气水风险类
靖130-1,3976.5,22.283,74.117,178.236,0.282,23.141,1.873,2.654,0.41,13.576,0.891,3.328,42.419,40.423,1.62756042609471,1.60662854161614,15.321,15.846,16.06,7.521,51.086,1.589,含气水层,马五41a,0.0209318844785722,0.481,1.173,合采,含气水层,气水风险类
靖130-1,3976.625,21.528,74.088,178.001,0.28,23.152,1.862,2.658,0.423,14.145,0.957,3.327,42.979,40.851,1.6332563064664,1.61120269218217,15.446,15.976,16.189,7.502,50.941,1.566,含气水层,马五41a,0.022053614284226,0.534,1.237,合采,含气水层,气水风险类
靖130-1,3976.75,20.982,74.064,178.019,0.28,23.175,1.853,2.659,0.427,14.519,1.0,3.326,44.956,42.609,1.65278766254302,1.62950134176727,15.85,16.4,16.618,7.551,49.368,1.57,含气水层,马五41a,0.0232863207757503,0.573,1.28,合采,含气水层,气水风险类
靖130-1,3976.875,20.584,74.047,178.123,0.281,23.253,1.857,2.659,0.427,14.484,0.996,3.324,47.817,45.218,1.67958232534906,1.65531134951371,16.444,17.026,17.254,7.618,47.293,1.574,含气水层,马五41a,0.0242709758353523,0.569,1.277,合采,含气水层,气水风险类
靖130-1,3977.0,20.417,74.035,178.158,0.281,23.397,1.875,2.66,0.43,14.092,0.951,3.322,51.125,48.272,1.7086333210154,1.68369529283091,17.127,17.751,17.995,7.643,45.524,1.532,含气水层,马五41a,0.0249380281844849,0.521,1.232,合采,含气水层,气水风险类
靖67,3858.0,27.764,118.407,160.506,0.241,22.731,1.801,2.727,0.948,5.105,0.168,3.007,374.876,312.968,2.57388763727082,2.4954999345628,176.234,,186.625,3.589,100.0,0.018,含气水层,马五41a,0.0783877027080213,-0.78,0.409,单采,含气水层,气水风险类
靖67,3858.125,27.333,118.067,163.402,0.312,22.917,1.607,2.74,0.996,5.018,0.149,2.986,297.035,259.445,2.47280762578622,2.41404530542858,166.757,,176.757,3.327,100.0,0.014,含气水层,马五41a,0.0587623203576415,-0.847,0.461,单采,含气水层,气水风险类
靖67,3858.25,27.915,117.816,166.191,0.381,22.991,1.421,2.741,1.0,5.09,0.164,2.976,243.359,221.401,2.38624741212898,2.3451795781213,148.247,,157.484,3.298,100.0,0.014,含气水层,马五41a,0.0410678340076838,-0.836,0.545,单采,含气水层,气水风险类
靖67,3858.375,28.877,117.639,168.05,0.426,22.896,1.266,2.735,0.978,5.271,0.203,2.968,207.097,194.842,2.31617380776413,2.28968257883704,128.655,,137.083,3.392,100.0,0.015,含气水层,马五41a,0.0264912289270867,-0.775,0.629,单采,含气水层,气水风险类
靖67,3858.5,29.233,117.494,168.606,0.44,22.734,1.115,2.73,0.959,5.507,0.254,2.959,183.821,177.569,2.26439512436863,2.24936714891968,112.974,,120.756,3.578,100.0,0.018,含气水层,马五41a,0.0150279754489535,-0.705,0.694,单采,含气水层,气水风险类
靖67,3858.625,27.967,117.36,167.9,0.423,22.624,0.997,2.723,0.933,5.775,0.312,2.946,177.389,173.232,2.24892668546517,2.23862811943509,105.118,,112.576,3.991,100.0,0.025,含气水层,马五41a,0.0102985660300741,-0.621,0.735,单采,含气水层,气水风险类
靖67,3858.75,26.655,117.247,166.835,0.397,22.612,0.954,2.711,0.888,6.03,0.367,2.931,179.306,175.547,2.25359482231898,2.24439341201511,104.153,,111.571,4.541,100.0,0.037,含气水层,马五41a,0.00920141030387089,-0.521,0.764,单采,含气水层,气水风险类
靖67,3858.875,25.392,117.161,166.139,0.38,22.707,0.974,2.696,0.831,6.25,0.414,2.918,182.009,178.48,2.26009286355484,2.25158955727578,108.829,,116.44,5.149,100.0,0.053,含气水层,马五41a,0.00850330627906226,-0.417,0.794,单采,含气水层,气水风险类
靖67,3859.0,24.963,117.088,166.207,0.381,22.817,1.048,2.683,0.783,6.441,0.456,2.911,182.709,179.494,2.26175994064246,2.25404993586452,116.539,,124.468,5.543,100.0,0.066,含气水层,马五41a,0.00771000477793926,-0.327,0.837,单采,含气水层,气水风险类
靖67,3859.125,25.767,117.019,167.016,0.401,22.787,1.15,2.676,0.757,6.578,0.485,2.92,180.319,177.835,2.25604149022995,2.25001723926057,125.272,,133.561,5.703,100.0,0.072,含气水层,马五41a,0.00602425096937598,-0.272,0.886,单采,含气水层,气水风险类
靖67,3859.25,26.481,116.965,168.019,0.426,22.656,1.246,2.675,0.753,6.671,0.505,2.948,175.865,174.331,2.24517941638003,2.24137462137186,135.136,,143.832,5.721,100.0,0.072,含气水层,马五41a,0.00380479500816699,-0.248,0.931,单采,含气水层,气水风险类
